Page URL,Action,Expected,Actual,Passed
http://localhost:5173//treasury/banks/:id/edit,Edit,form loads,skipped: doctype unknown for this route,✗
http://localhost:5173//treasury/treasuries/:id/edit,Edit,form loads,skipped: doctype unknown for this route,✗
http://localhost:5173//user-management/roles/:id/edit,Edit,form loads,skipped: doctype unknown for this route,✗
http://localhost:5173//user-management/users/:id/edit,Edit,form loads,skipped: doctype unknown for this route,✗
http://localhost:5173//workshop/invoices/:id/edit,Edit,form loads,skipped: doctype unknown for this route,✗
http://localhost:5173//workshop/job-cards/:id/edit,Edit,form loads,skipped: doctype unknown for this route,✗
http://localhost:5173//workshop/setup/labor-operations/:id/edit,Edit,form loads,skipped: doctype unknown for this route,✗
http://localhost:5173//workshop/setup/sections/:id/edit,Edit,form loads,skipped: doctype unknown for this route,✗
http://localhost:5173//workshop/setup/service-packages/:id/edit,Edit,form loads,skipped: doctype unknown for this route,✗
http://localhost:5173//workshop/setup/service-types/:id/edit,Edit,form loads,skipped: doctype unknown for this route,✗
http://localhost:5173//workshop/setup/technicians/:id/edit,Edit,form loads,skipped: doctype unknown for this route,✗
http://localhost:5173//workshop/vehicles/:id/edit,Edit,form loads,skipped: doctype unknown for this route,✗
